0	2.99959	2.11885
0.1	2.99934	2.10989
0.2	2.99974	2.10542
0.3	2.89479	2.10876
0.4	2.81231	2.13316
0.5	2.78001	2.1454
0.6	2.78203	2.14197
0.7	2.82652	2.14172
0.8	2.9269	2.13507
0.9	2.90509	2.10819
1	2.913	2.09366
1.1	2.91065	2.06832
1.2	2.9296	2.0602
1.3	2.93289	2.05416
1.4	2.93826	2.05567
1.5	2.93612	2.04416
1.6	2.94579	2.04882
1.7	2.93959	2.0385
1.8	2.95167	2.04238
1.9	2.94279	2.0387
