0	3.00036	2.19795
0.1	2.99992	2.18179
0.2	2.99978	2.16808
0.3	2.99993	2.15195
0.4	2.99985	2.13822
0.5	2.90755	2.1325
0.6	2.73945	2.12977
0.7	2.53431	2.13889
0.8	2.58119	2.16077
0.9	2.9653	2.22286
1	2.85809	2.23753
1.1	2.81195	2.21917
1.2	2.86737	2.15752
1.3	2.95235	2.07924
1.4	2.88855	2.05694
1.5	2.9256	2.01973
1.6	2.86302	2.04139
1.7	2.83491	2.05946
1.8	2.88874	2.11388
1.9	2.88995	2.12758
